MENSAJES;POLARIDAD
Juan Utpl ha compartido un enlace.;Positivo
Say Ra ha compartido un enlace;Positivo
Interacción trabajo final!!!;Positivo
Soraya Delgado una pregunta.. acerca de la parte de la creación del documento en Google Docs sobre la experiencia del trabajo realizado hubo alguna respuesta de nuestra tutora???;Positivo
No, hemos recibido respuesta de nuestra tutora;Negativo
si mal no recuerdo es el lunes las tutorías con ellas así que mañana la tendremos;Positivo
Si Sayra eso mismo pensé;Positivo
Bueno según mi punto de vista el trabajo está listo, si lo revisan para saber si falta algo;Positivo
El trabajo terminado hay que enviarlo hasta el11 de mayo, en todo caso mañana para preguntarle a nuestra tutora sobre ese documento de la experiencia porque la verdad yo no lo tengo claro;Positivo
Ya lo estuve revisando, a mi parecer está completo y tiene sentido;Positivo
Si eso es importante hacerlo el lunes, lo haces tú o quieres que yo le pregunte;Positivo
entonces por lo del ejercicio está completo el trabajo;Positivo
si está completo, lo único que que da es saber si debemos hacer el diario de forma individual o en grupo;Positivo
si entonces preguntemos mañana;Positivo
lo que dice Juan con respecto a que los hinchas no deben ser parte del entorno, por que no le afectan al robot que opinas Sayra León;Positivo
yo mañana no puedo hacerlo;Positivo
bueno lo que decía, los hinchas son parte de ese entorno;Positivo
Entonces lo hago yo, no hay problema le pregunto a la tutora;Positivo
hola chicas;Positivo
y en todo caso es la palabra más indicada al referirnos a las personas que se encuentran a cargo de los robots en juego ya que deben haber dos equipos;Positivo
tambien pienso que las medidas de rendimiento se deben expresar diferente;Positivo
Si porque ademásel robot de una u otra forma va a tener que interactuar con los hinchas que son la razón de ser del robot;Positivo
"por ejemplo, e nlugar de ""meter goles"" se debe escribir ""nuero de goles""";Positivo
que cosa Juan Utpl.. Número??? quisiste decir en lugar de nuero????;Positivo
me gusto lo del robot;Positivo
es una vicion mas alplia;Positivo
amplia;Neutro
por eso es número???;Positivo
jejej;Positivo
numero;Positivo
algo medible;Positivo
"tambien la ""Resistencia a ganar partido""";Positivo
puede ser tiempo de juego del robot;Positivo
la verdad a mi no me parece que se deba poner eso de número de goles porque al hacerlo dejas en una forma ambigua;Positivo
en los actuadores;Positivo
no seguro de los vervos como correr y patear;Positivo
ya que posblemente solo se debe incluir los que realizan la accion;Positivo
Según lo que estoy leyendo dice medida de rendimiento: criterio objetivo para medir el éxito de la conducta de un agente;Positivo
como los brasos y las piernas;Positivo
correcto;Positivo
para medir;Positivo
y no necesariamente ganará el partido, él debe tener resistencia gane o pierda,;Positivo
todo lo que se incuye debe ser suseptible de medir;Positivo
tal vez resulte más claro o medible poner número de goles;Positivo
correcto;Positivo
"en todos los lugares donde investigue en ""actuadores"" es esto: Herramientas o elementos para efectuar el trabajo, acciones a realizar";Positivo
así que necesariamente eso es loq ue debe realizar el robot;Positivo
de acuerdo;Positivo
con todo hay que preguntar a la tutora;Positivo
aunque en el ejemplo del taxista en medidas de rendimiento dece seguro, confiable, cómodo cómo mides eso;Positivo
"por esa razón no lo veo conveniente poner ""numero de goles""";Positivo
en su rendimiento debe meter goles;Positivo
es necesario poner una escala;Positivo
no necesariamente debe tener un número de goles a realizar;Positivo
como por ejemplo, coniable alto;Positivo
confiable;Positivo
no Juan Utpl;Positivo
o es confiable o no lo es;Positivo
tambien;Positivo
sería absurdo programar a un robat para que sea confiable alto, medio o bajo;Positivo
Lo que dice Sayra me parece correcto, la maximización del objetivo sería meter goles;Positivo
en lo de los goles es mejor el numero de goles;Positivo
en las otras estoy revisando;Positivo
no Juan, el robot no necesariamente meterá un número de goles asignado puesto que también debe estar un robot en la portería y su objetivo será el de proteger el arco;Positivo
y en el intento de meter el número de goles tal vez se termine el partido y fracase en su rendimiento;Positivo
Su rendimiento debe ser preciso que para eso será programado;Positivo
en ese caso deberiaos aclara que exsten dos modos de operacion del robot;Positivo
ya que el objetivo principal del juegos es hacer la major cantidad de goles;Positivo
y en el caso del robot arquero;Positivo
el numero de goles que tapo;Positivo
este tambien es la forma en que muchos arqueros son evaluados;Positivo
el objetivo en cada robot es meter goles Juan Utpl, y mientras más robots lo intenten mayor será la cantidad de goles metidos;Positivo
y por tanto es el objetivo que buscariamos en el robot;Positivo
no nos estamos refiriendo al equipo sino a uno solo;Positivo
pero el rendimiento se refleja en el nuemro de goles;Positivo
si Juan Utpl pero ese el objetivo del equipo no del robot;Positivo
como te digo mientras más robots intenten meter goles será el número de goles....;Positivo
pero si deberiamos poner nuemro de goles;Positivo
ya que si el objetivo como equipo es hacer mas goles, la del robot tambien;Positivo
esto no indica que el robot debe actuar solo;Positivo
sigo de acuerdo con Sayra en que el objetivo principal del robot es meter goles, así el robot siempre estará enfocado y claro en lo que debe hacer, claro siguiendo las reglas del juego, así que puede ser más preciso decir que meta goles como su objetivo;Positivo
es lo mismo que yo te dijera tu en el partido debes meter 4 goles, pero no lo vas a lograr porque también hay otros jugadores, hay el arquero y no cumplirás con el objetivo;Positivo
correcto;Positivo
exacto lo importante es que el robot tenga claro su objetivo;Positivo
lo mismo pasa cuando programas a un robot, mira Juan Utpl en todo caso si lo programas para que meta una cierta cantidad de goles, será únicamente los intentos que hará el robot, no será seguro que los meta por la razones que ya te las dije;Positivo
pero en ese caso no se cumpliria el objetivo por falla del robot;Positivo
sino por falla en la programacin;Positivo
el objetivo esta mal planteado;Positivo
lo que hay que espesificar es que el robot debe hacer la major cantidad de goles posibles;Positivo
jajajajjaja Juan Utpl, claro que no, existe razones por las cuales no podrá alcanzar el objetivo;Positivo
pero como canidad medible;Positivo
pero en un partido;Positivo
si uno de los robots no logro el objetivo;Positivo
sgnifica que el otro si;Positivo
Y programar a un robot para que meta goles es infinito y a la vez imposible porque no es un humano como para pensar en que posicón ponerse de acuerdo a como estén colocados los jugadores o arquero;Positivo
En el libro dice que lo correcto es aquello que permite al agente obtener un resultado mejor, pero hay que insistir en medidas de rendimiento objetivas, en este caso meter goles es la razón de ser del robot;Positivo
es por esto que debe estar diseñado para aprender;Positivo
y aqui donde se aplica la inteligencia artificial;Positivo
en que el agente;Positivo
en nuestro caso el robot pueda aprender;Positivo
Si Juan Utpl preo como te digo es algo infinito... esto es igual al ejemplo del taxista;Positivo
para lograr un objeivo imposible;Positivo
no te entendi lo del taxista;Positivo
talvez;Positivo
no Juan Utpl deberías leer nuevamente el libro para que te des cuenta a lo que me refiero, y exactamente al ejemplo del taxista;Positivo
en el teme de que sus objeticos entran en contradiccion?;Positivo
en el libro base esta el ejemplo del taxista Juan Utpl;Positivo
si, lo leí, en este momento lo tengo a la vista;Positivo
pero lo que no entiendo es a lo que tu te refieres;Positivo
por eso te lo pregunto;Positivo
que así como las probabilidades para que un robot taxista se de cuenta de todo lo que debe realizar sugún las condiciones de su entorno resultaría....;Positivo
también es para el robot que juega;Positivo
lo que propones es que lo dejemos como esta?;Positivo
lo propongo y lo argumento;Positivo
"en solo ""meter goles"" ?";Positivo
yo insisto en que meter goles es su objetivo en este caso no se puede imponer un número de goles;Positivo
si, estoy de acuerdo en que no un numero exacto;Positivo
o sea puede caerse y levantarse y aprender pero lo importante es que el robot sabe que debe meter goles;Positivo
pero si que el objetivo sea meter mas goles que el adversario;Positivo
por lo cual si se debe medir;Positivo
pero bueno;Positivo
son dos puntos de vista de dos robots;Positivo
que pueden ser diferentes;Positivo
jejeje;Positivo
pero el mio si seria con un numero de goels;Positivo
jejejej;Positivo
y si no logra ese objetivo Juan Utpl;Positivo
por las razones obvias;Positivo
tedra que evaluar los motivos y buscar otra opcion;Positivo
e intentarlo de nuevo;Positivo
aprender;Positivo
por eso, a eso me refiero;Positivo
exacto;Positivo
de acuerdo;Positivo
si a eso se refiere esaos en lo mismo;Positivo
ok sigamos;Positivo
ya revise los otro;Positivo
y opinas sobre algún cambio o falta algo;Positivo
y me gustaria que tambien coloquemos lo de los comandos de compra en los libros virtuales;Positivo
por ejemplo?;Positivo
como es una maquina la que esta realizando la operacion de compra de los libros;Positivo
es importante que las tiendas que los vendan implementen;Positivo
servicios web;Positivo
que permitan que las maquinan consuman sus servicios;Positivo
estos pueden estandarisarce como comandos espesiicos;Positivo
los cuales se convertirian en actuadores del sistema experto;Positivo
que opinan?;Positivo
lo que pasa estimado es que entiendo que en el REA haces una definición general del entorno de trabajo, de los ejemplos que ví no hay comandos tan específicos sino más bien lo que se espera que haga a nivel general;Positivo
si, por eso lo pude como comandos en general, podria ser una interaccion con una base de datos y una busqueda semantica en internet;Positivo
pero para generalizar lo puse como comandos;Positivo
algon que represente las posibilidades que la maquina tendria disponibles;Positivo
recursos a los cuales puede acceder;Positivo
Ahhh ya te entendí eso como parte de los actuadores, es que ya leí tu trabajo, pensé que querías poner los comandos;Positivo
si…;Positivo
yo pienso que si serían parte de los actuadores;Positivo
creo que Sayra ya se enojó jeje;Positivo
no creo..;Positivo
bromita nomás;Positivo
por cierto feliz dia chicas…;Positivo
espero las ayan festejado bien.;Positivo
hayan;Positivo
Gracias;Neutro
jajajaj no trnaquilos, tuve que retirarme un momento;Positivo
te comento que el trabajo como es compartido es editable por cualquiera de nosotros;Positivo
jejej;Positivo
si pero es importante;Positivo
que uno lleve el control;Positivo
campas ya debo retirarme…;Positivo
Bueno por eso nos ponemos de acuerdo aquí, para editarlo de acuerdo a lo que todos opinemos;Positivo
voy a hacer que mis princesas se duerman;Positivo
alguna cosa más que se necesite poner;Positivo
no el resto esa perecto;Positivo
perectoo;Positivo
perfecto;Positivo
bueno, que descancen compitas…;Positivo
ok listo entonces mañana completaremos el resultante luego de la respuesta de nuestra tutora;Positivo
voy a intentar conectarme con la tutora mañana;Positivo
Listo, compañero entonces yo me comprometo a averiguar mañana lo del diario como quedamos;Positivo
muchas gracias Soraya Delgado;Positivo
hasta mañana;Positivo
Si estimada Sayra Y Juan una buena noche compañeros. Hasta mañana;Positivo
hasta añana;Positivo
hasta mañana;Positivo
Me pare que es hasta hoy lo que hay que presentar??;Negativo
por favor presentar en las fechas designadas compañeros, perdonnen èr recien salgo de trabajar;Positivo
Pablo Lescano ha compartido un enlace.;Positivo
"Estimados compañeros: esta es la respuesta de la tutora a nuestra inquietud, la pongo textualmente. Saludos
El diario personal es personal no grupal, ahora mismo coloco el espacio para que lo suban.
Cordiales saludos,
Dunia Inés";Positivo
Listo compañeros en una hora y media aproximadamente procedo a enviar el trabajo, cualquier duda por favor háganmela saber antes de hacerlo. Gracias.;Positivo
Estimados compañeros no olviden compartir el link del trabajo  individual con nuestra tutora y de igual manera el diario personal para que pueda proceder a la calificación. Gracias un buen día!!!;Positivo
ya estuvo compartido mismo, gracias Sayra.;Positivo
Estimados no olviden de permitir el acceso a nuestra tutora para la revisión del diario personal y la del trabajo individual. Gracias una buena noche.;Positivo
Maytte Ramírez ha creado el grupo GRUPO3-C2b-AA2016.;Positivo
Por favor, coloquemos en la portada una foto que represente a la asignatura.;Negativo
Si ahora en la tarde tenía planificado hacer eso;Positivo
Por el momento hay una compañera q no se ha comunicado con nosotras estamos esperando q lo haga hasta ahora;Positivo
¡Felicitaciones! esta linda la portada.;Positivo
"Muchas gracias
Con respecto a lo de la compañera que no se comunica con nosotras
Que podemos hacer?";Negativo
Maytte, no hay problema, trabajen las dos.;Positivo
Muchas gracias 🙂 ;Positivo
Maytte Ramírez ha actualizado la foto de portada del grupo.;Positivo
Culminación del trabajo colaborativo.;Positivo
Esta genial 🙂;Positivo
Edison Palomino ha creado el grupo G6-IA-AA2016.;Positivo
Edison Palomino ha actualizado la foto de portada del grupo.;Positivo
Edison Palomino ha creado un evento privado para el grupo.;Neutro
Victor Daniel ha creado el grupo Grupo1-IA M402.;Positivo
Victor Daniel ha actualizado la foto de portada del grupo.;Positivo
Julio Ortega ha subido un archivo.;Positivo
Victor Daniel ha subido un archivo.;Positivo
Comparto la solución del ejercicio 5.13;Positivo
Patrick JP ha subido un archivo.;Positivo
Buen día compañeros, continuando con los aportes como indican en el ítem 5 y 6, hoy nos toca organizar, dialogar, elaborar, negociar la realización de la tarea 5.13 con las ideas que propongan quedará registrado por este medio la evidencia para colocarla en el diario cuya entrega es hoy.;Positivo
Victor Daniel ha subido un archivo.;Positivo
Julio Ortega ha subido un archivo.;Positivo
Estoy de Acuerdo con el archivo final para subirlo a Google drive y subir el 3 diario y a entrega final del deber.;Positivo
ok.;Positivo
Victor Daniel ha compartido un enlace.;Positivo
Compañero, una observación, en el documento final hace falta colocar los nombres completos de cada uno de los integrantes del grupo, tal y como pide el documento siguiente. Edítelo  y vuélvalo a subir para que notifique a la docente que ya culminamos.;Negativo
El día de mañana empieza el plazo de avisar a la ingeniera.... Ahí lo modifico y lo vuelvo a subir.;Positivo
El mío es : JULIO ROBERTO ORTEGA SEMPERTEGUI;Positivo
Confirme companero;Negativo
Te envío mis nombres completos Joffre Patricio Verdezoto Borja;Positivo
"Se supone que el líder el grupo debe enviarme el link de google drive para que yo pueda revisar la solución y las personas que intervinieron en la solución del puzzle.
No se si me hice entender... Mi correo es dijara@utpl.edu.ec y la extensión en la que paso es la 2228.
¡Un saludo!";Negativo
Ya subire en este momento;Positivo
mi nombre: JULIO ROBERTO ORTEGA SEMPERTEGUI;Negativo
Gracias Victor Daniel;Positivo
👍👍;Positivo
"Subi la Tarea con las especificaciones de la Tutora a su respectivo Correo electronico: dijara@utpl.edu.ec
Con los nombres de los 3 participantes.";Positivo
Gracias Victor;Positivo
Gracias;Positivo
¡Mil gracias Víctor Daniel!;Positivo
Walter Alfredo Vasquez Vega ha creado el grupo G11-IA-AA2016.;Positivo
Walter Alfredo Vasquez Vega ha actualizado la foto de portada del grupo.;Positivo
Walter Alfredo Vasquez Vega ha actualizado la descripción.;Neutro
Walter Alfredo Vasquez Vega ha creado un evento privado para el grupo.;Neutro
Buenas noches compañeros me acabo de unir al grupo. Pueden ver mi aporte en el siguiente link:;Positivo
Juan Pablo Viteri ha subido un archivo.;Positivo
George Apolo Gallardo ha subido un archivo.;Positivo
George: He revisado su trabajo. ¿En el punto B cuando se refiere a visualizador de resultados se refiere a una computadora o a cualquier otro medio?;Positivo
"Si, en realidad podría ser cualquier equipo informático, como; Ordenador, Teléfono, Table, etc.";Positivo
He recopilado en su trabajo los aportes del resto de miembros del grupo. Por favor dejen en el chat o por aquí sus comentarios;Positivo
George Apolo Gallardo ha compartido un enlace.;Positivo
Compañeros. He revisado el archivo y creo que los aportes de cada uno son muy similares y se complementan entre sí. Únicamente propongo discutir la respuesta emitida por George en el agente Robot que juega fútbol. En las medidas de rendimiento coloca ganar partidos. Según el libro indica que son los criterios que determinan el éxito en el comportamiento de un agente. Mi pregunta es si ganar partido es un criterio de éxito. ¿Qué sucede si el agente pierde el partido?;Positivo
Estimada Tutora: Hemos compartido el documento. Después de los aportes realizados por cada uno de los integrantes del grupo usted podrá revisar el trabajo final en el link arriba indicado.;Positivo
Estimada Tutora: Hemos compartido el documento. Después de los aportes realizados por cada uno de los integrantes del grupo usted podrá revisar el trabajo final en el link abajo indicado.  Por consenso decidimos trabajar en el trabajo subido por el compañero George Apolo Gallardo;Positivo
Walter Alfredo Vasquez Vega ha subido un archivo.;Positivo
Una pregunta compañeros. Alguien de ustedes tiene NOTA del Trabajo Colaborativo. Ya que según la Profesora yo no he realizado dicho trabajo.;Negativo
Según mi análisis, ésta sería la respuesta:;Positivo
Gracias infinitas por compartir su tarea.;Positivo
Nelly Cita ha creado el grupo GRUPO # 6.;Positivo
gggg Hola compañera gracias por su tiempo;Positivo
Compañeros esto de trabajar en grupo es super complicado, peor en feriado jajajajaja 😛 en todo caso espero que nos podamos poner de acuerdo lo mas rapido posible propongo que nos reunamos via chat, skype, telefono, lo que sea... a cierta hora y nos repartamos el trabajo bueno la idea es esa, saludos.;Negativo
Exacto , espero que la compañera Rosita responda para unir al grupo y empezamos;Negativo
"Compañeros no dispongo del libro pueden subir el ejercicio para resolver?
Y luego sacar concluisones
Gracias";Negativo
Ejercicio 2.5) Identifique la descripción REAS que define el entorno de trabajo para cada uno de los siguientes agentes:;Neutro
a) Robot que juega al futbol.;Neutro
b) Agente para comprar libros en internet;Neutro
c) Explorador autónomo de marte;Neutro
d)Asistente matemático para la demostración de teoremas;Neutro
Ya lo estoy resolviendo yo también y lo publico, estamos en contacto compañeros....;Positivo
Compañeros para no confundirnos vamos publicando cada ítem y vamos dando nuestro criterio.;Positivo
Jose Pedro ha subido un archivo.;Positivo
Ya subo mi solución y vamos comparando porque ya tengo el formato del archivo final;Positivo
ok compañera;Positivo
"Compañeros dejo mi aporte para que la Lideresa del grupo recoja los aportes positivos y descarte lo Negativo 🙂 
Identifique la descripción REAS que define el ENTORNO de trabajo: 
 yo entiendo que solo debemos identificar el entorno en todo caso estoy poniendo el REAS completo para que tengamos un poco mas de información.
a) Robot que juega fútbol
Rendimiento: pases precisos, disparos a gol efectivos, minimizar faltas sobre el contrario, obdedecer reglas del juego.
Entorno: cancha de juego(identificada por sus dimensiones y su diseño).
Actuadores: extremidades inferiores, extremidades superiores.
Sensores: giroscopio, cámaras, detectores de movimiento y color, detectores de posición.
b) Agente para comprar libros en Internet:
Rendimiento: busqueda masiva, determinacion de indice calidad/precio y reputacion del vendedor/precio, 
Entorno: sitios online de compra venta en general, sitios online especializados en libros, tiendas online de librerias, sitios de subastas/antiguedades.
Actuadores:algoritmos de busqueda, calculo, comparación.
Sensores: OCR, Bases de datos
c) Explorador autónomo de Marte
Rendimiento: precision de movimientos, velocidad, recoleccion y administración de energia, autoreparacion, ejecucion de pruebas y test en el ambiente.
Entorno: cualquier ambiente no acuatico susceptible de exploracion.
Actuadores: Extremidades de todo tipo, ruedas, motores
Sensores: GPS, giroscopios, sensores de todo tipo.
d) Asistente matemático para la demostración de teoremas:
Rendimiento: determinacion de valores de verdad, resultados inmediatos susceptibles de comparacion.
Entorno: Sistema Operativo anfitrión.
Actuadores: Inputs, lecturas, tablas, bases de datos.
Sensores: algoritmos";Positivo
Hola compañeros, mañana es el día final para subir el archivo con la resolución del ejercicio, hay que subir un archivo en forma grupal.;Positivo
Compañera haga usted el consolidado de lo que los 3 hemos planteado y eso envie...;Positivo
No se olviden que nos tenemos que autocalificar..;Positivo
un 1.9 minimo ns merecemos 🙂 jajajaja;Positivo
Mínimo jejejeje;Positivo
Ya les envio chicos;Positivo
Nelly Cita ha subido un archivo.;Positivo
"Como evidencia del trabajo realizado copio el chat entre integrantes del grupo:
UTPL GRUPO 6 IA
Inicio de la conversación por chat
Miércoles 9:14
Nelly Cita
Compañeros
Nelly Cita
buenos días
Nelly Cita
no se olviden de subir la solución del ejericio
Nelly Cita
para enviar el día de hoy
Nelly Cita
gracais
Nelly Cita
ya tengo mi solución quiero ir comparando con ustedes
Nelly Cita
gracias por sua ydua
Hace 22 horas
Jose Pedro
Buenas compañeros, ya subi la solución al grupo, espero comparen y concluyamos con el archivo final para subirlo a la plataforma brigthspace...
Hace 17 horas
Hola Nelly con los 3 aportes haga el cuadro final y envie... no creo que necesite eliminar nada seria la union de nuestras 3 maneras de pensar
Has asignado un nombre a la conversación: UTPL GRUPO 6 IA.
Hace 15 horas
Nelly Cita
Listo
Nelly Cita
Ya hago y le envío
Hace aproximadamente una hora
Nelly Cita
Compeñros
Nelly Cita
envío
Nelly Cita
nomás
Nelly Cita
el archivo???
Nelly Cita
q más tenemso q hacer?
Jose Pedro
Eso es todo ... De ahí que hacer la autoevaluacion y evaluarnos entre nosotros
Nelly Cita
ah
Jose Pedro
El archivo está bien ....
Nelly Cita
Entonces q falta para subir
Jose Pedro
Las referencias bibliográficas por lo menos 2 mediante las normas APA
Nelly Cita
Ya q mas pongo t subí
Nelly Cita
T subo
Jose Pedro
Pues eso creo es todo, que este sin faltas ortográficas, ya está la carátula con los integrantes, la respuesta del ejercicio y muy importante la bibliografía
este chat copiemolo al grupo para que haya evidencia que si hemos estado coordinando Emoticono smile
Conversación de chat finalizada";Positivo
Listo compañeros ya envié la autoevaluación y la coevaluación de cada uno, saludos 😉;Positivo
que bien... saludos a todos también....;Positivo
adjunto PLE;Positivo
Jhordy Sleyther ha creado el grupo GRUPO 8.;Positivo
Sería importante poner en la portada algo que se relacione con el tema  o con la asignatura.;Negativo
Melissa Johana ha subido un archivo.;Negativo
Edison Avila Gaibor ha creado el grupo Grupo7-IA2b-AA2016.;Positivo
¡Muy  buenos días! ¿será que la portada puede tener alguna imagen que haga  alusión a la asignatura?;Negativo
Listo con la tarea, luego de varios días de lucha.;Positivo
Alex Vallejo ha subido un archivo.;Positivo
Super bien compa!!!! me faltan unos comentarios en la tarea, el dia de hoy las termino y publico mi trabajo para lo puedas comentar;Positivo
Me parece muy bien que para resolver la tareas desglosas el problema hasta llegar a la solución, esta super claro y detallado 🙂;Positivo
Edison Avila Gaibor ha actualizado la foto de portada del grupo.;Positivo
Hola Alex Vallejo el tiempo límite para presentar la tarea está apliada hasta el lunes 25, estoy terminando de organizar las actividades que hay que presentar y hoy mismo se las entrego al Tutor.;Positivo
Buen día Edison Avila Gaibor gracias por la gestión;Positivo
¡Hola, Edison, muy buenas noches! al igual que Alex quiero decirle MIL GRACIAS!;Positivo
La tarea la empece y no se si fue el método utilizado porque me llevo algún tiempo poder resolverla... La tarea empecé utilizando Agentes basados en el conocimiento... Muy similar al método utilizado en el mundo de Wumpus, intificando primero las casa y luego las pesonas que habitan en ellas;Positivo
jajaja... parece sencillo, luego se complica, luego se hace emocionante, luego todo parece tan obvio, es entretenido y así poco a poco van saliendo las respuestas;Positivo
"La tarea es larga y se necesita mucha concentración, en realidad utilice utilizando algunos agentes; en el transcurso del desarrollo del ejercicio se debe estar consciente de que son mucho parámetros, se realizo una conjugación de las mismas y sus alternativas; para mejor entendimiento hice algunos mapas conceptuales y armar el rompecabezas.";Positivo
A mi también me pareció que la mejor forma fue el ir desarmando las condiciones en cuadros y mapas, fue la única manera en que pude ir paso a paso identificando las casas, colores, cigarrillos, etc.;Positivo
Edison Avila Gaibor ha compartido un enlace.;Positivo
Pense que nunca encontraría la Zebra 🙂;Positivo
me ayudó mucho ir desarmando las condiciones y al final los puntos 5 y 6 me ayudaron a concluir la tarea.;Positivo
Edison Avila Gaibor ha subido un archivo.;Positivo
Carlos Luis Avalos ha creado el grupo Grupo1-IA2b-AA2016.;Positivo
Ejercicio para resolver en el 2 bimestre;Neutro
La casa 1 sería la casa del noruego, la casa 2 la de color azul, el inglés vive en la casa roja, la casa verde está a la derecha de la casa color marfil. Por lo tanto la casa 1 no puede ser ni azul, ni roja, tampoco verde o marfil. Por lo tanto la casa1 es de color amarillo.;Positivo
Con la información de los caballos y el que fuma Kools, mi primer análisis queda así:;Positivo
Con el segundo análisis quedaría así:;Positivo
Por la tabla tuya para comparar las dos;Positivo
¡Luis Carlos! una pregunta ¿les ha escrito a sus compañeros para que se unan al grupo?;Negativo
Les escribí a los dos, pero sólo Polo Mgb que consta en el grupo ha respondido y se unió al grupo.;Negativo
¡Carlos Luis! trabajemos así ...ADELANTE;Positivo
Ok Ing. Gracias;Positivo
Continuando con el análisis, la tabla ahora queda así:;Positivo
Con esto ya sabemos donde se bebe agua, porque la casa 1 es la única donde aún no hay bebida;Positivo
Para seguir llenando, las duplas que nos faltan cuadrar son:;Positivo
La respuesta es: La Zebra vive en la casa 1 y beben agua en la casa1;Positivo
Debemos comentar la experiencia personal que tuvimos al realizar este ejercicio:;Positivo
De mi parte, al principio me pareció super complicado, pero luego de ir encajando las instrucciones se fue haciendo un poco más fácil;Positivo
Yo ya terminé lo que pide el ejercicio, que es saber donde se bebe agua y donde está la Zebra.;Positivo
Para terminar el trabajo, debemos dividirnos el trabajo, uno que haga de secretario y otro de Líder. Que función deseas hacer tú?;Positivo
Muy bien Carlos Luis! solo una pequeña inquietud porque no ponemos en la portada algo que haga alusión a la signatura ¿será esto posible?;Negativo
Listo Ing., ya puse la foto de portada;Positivo
Carlos Luis Avalos ha actualizado la foto de portada del grupo.;Positivo
Buenas noches. Hoy nos pondremos de acuerdo para subir la solución definitiva;Positivo
Gerardo Crespo ha creado el grupo Grupo12-IA2b-AA2016.;Positivo
Gerardo Crespo ha actualizado la foto de portada del grupo.;Positivo
¡Hola, muy buenos días! me gusta mucho la portada. FELICITACIONES!;Positivo
Alvaroes ha subido un archivo.;Positivo
La idea principal luego de verificar algunas formas de solución fue trabajar en 2 tablas, una en función de las nacionalidades y otra en función de las casas...;Positivo
Luego repetir una y otra vez las aserciones e ir completando y cotejando las 2 tablas, espero sus comentarios...;Positivo
¡Bien Alvaro!;Positivo
Si estimada docente la verdad me llamo la atención el adaptar este problema a un problema a un PSR, o sea algo así como escribir un algoritmo.... mas que todo por lo que toca estar repasando una y otra vez el problema para darse cuenta de las suposiciones que encierra en las aserciones del problema. En todo caso me parecería un poco complejo el implementarlo en la practica ya que hasta aquí tenemos conocimientos teóricos solamente.;Positivo
Ya revise l documentcion y esta correcta a lo pedido al problema propuesto;Positivo
Mario Andrade Romero ha creado el grupo Grupo1-C2b-AA2016.;Positivo
Hola bienvenidas al grupo, sería bueno que envíen fotos relacionadas al trabajo para escoger la portada del grupo.;Positivo
Felicitaciones ¡la portada ésta muy creativa!;Positivo
Mario Andrade Romero ha actualizado la foto de portada del grupo.;Positivo
"Compañeras que les parece si en el drive que hemos creado para la parte individual compartimos un archivo diario, puede ser un libro, un artículo, etc. 
Saludos";Positivo
¡Bien Mario, motivando a sus compañeros de equipo!;Positivo
Amigas he compartido un libro muy interesante que circula libremente en la red, el millonario instantáneo. Espero sea de su utilidad y que lo disfruten.;Positivo
Hola compañeras he subido otro libro que es un MBA personal, todavía no lo leo, pero me lo recomendaron, anímense a compartir algo, seguro será útil para todos.;Positivo
Compañeras es necesario que vayamos platicando sobre nuestras experiencias en este trabajo, por favor elaboremos entre todos un drive y subamos información, pueden ser fotos o algunos archivos que se puedan compartir;Positivo
¡Mario, muy buenos días! Gracias la motivación.;Positivo
Compañeras hoy compartí un curso de inglés muy bueno en el drive, les recomiendo, por favor por este medio cuenten sus experiencias con el trabajo, ¿Qué archivos subieron?, si ya habían trabajado con la herramienta, qué tan fácil o difícil se les hizo. Necesitamos eso hasta mañana para elaborar el documento del trabajo.;Positivo
Buenas noches compañeros, la verdad nunca habia trabajado en drive pero me parece muy bueno ya podemos compartir documentos o libros...es muy interesante y espero que lean los documentos que subi porque son reflexiones que nos ayudan en nuestra vida.;Positivo
Se ven muy buenas las reflexiones que subistes, excelente trabajo;Positivo
Excelente Andrea por favor comparte con nosotros la carpeta que creaste para poder verla;Positivo
Excelente Shirley definitivamente somos bendecidos de vivir en este hermoso país, deberíamos explotar más ese potencial turístico que tenemos. Muy buenas las fotos;Positivo
He creado un nuevo drive que vamos a tener acceso el correo es c2baa2016@gmail.com y la clave es mashvi2016;Positivo
En ese nuevo correo subamos todo lo que hemos subido cada uno, luego un archivo en Word donde cada uno escriba su experiencia y sobretodo las conclusiones de la herramienta ¿Qué les parece?;Positivo
El correo es el nombre de nuestro grupo y la clave es las dos primeras letras de nuestros nombres ordenadas alfabéticamente;Positivo
¡Hola mmario! Mil gracias por compatir el archivo, esta muy interesante.;Positivo
Compañeras he condensado toda la información que hemos subido al drive del grupo y separado en varias carpetas para que vayamos subiendo ordenadamente nuestros archivos. En la carpeta de experiencias está lo que hemos subido, el siguiente paso es resumir los tres archivos y hacer uno solo que será el que entreguemos. Vamos ya falta poco, estamos haciendo un excelente trabajo. Gracias por su colaboración.;Positivo
Compañeras he unido los archivos que subieron y las observaciones que publicaron en este medio. Shirley tu eres la secretaria del grupo por favor haz una carátula y comunica la finalización del trabajo a nuestra tutora. El archivo se llama trabajo para entregar. Muchas gracias por su colaboración.;Positivo
¡Mario, mil Gracias por su interacción!;Positivo
Muchas gracias, una consulta como le hacemos llegar el trabajo colaborativo. ¿Lo compartimos a través del drive?;Positivo
¡Hola Mario! Al trabajo colaborativo lo deben compartir en Google Drive.;Positivo
